policy,assignment_accuracy,energy_w,energy_saving_vs_all_on,energy_gap_vs_oracle,served_ratio,active_bs,max_load,qos_mbps,num_ues,shadowing_db
sinr,0.38999999999999996,816.3128263469621,0.19575091000299297,1.3130145593797076,1.0,7.0,0.6472232219762446,6.0,50,10.0
load_aware,0.38833333333333336,819.5397303167233,0.19257169426923815,1.3218859111527466,1.0,7.0,0.656460970925404,6.0,50,10.0
oracle,1.0,516.1539154799245,0.4914739748966261,0.0,1.0,3.5833333333333335,0.8826702060785608,0.5,70,10.0
ml_gcn,0.5511904761904761,608.3264744190951,0.4006635720008915,0.19620351342086742,1.0,4.333333333333333,0.8734011027261701,0.5,70,10.0
rsrp,0.5190476190476191,884.997951875621,0.12808083559052122,0.7509674940197403,1.0,7.0,0.7382739477428104,0.5,70,10.0
sinr,0.5190476190476191,884.997951875621,0.12808083559052122,0.7509674940197403,1.0,7.0,0.7382739477428104,0.5,70,10.0
load_aware,0.5119047619047619,891.7090826329581,0.12146888410546003,0.7637355997475751,1.0,7.0,0.7449585781384801,0.5,70,10.0
oracle,1.0,516.1539154799245,0.4914739748966261,0.0,1.0,3.5833333333333335,0.8826702060785608,2.0,70,10.0
ml_gcn,0.5511904761904761,608.3264744190951,0.4006635720008915,0.19620351342086742,1.0,4.333333333333333,0.8734011027261701,2.0,70,10.0
rsrp,0.5190476190476191,884.997951875621,0.12808083559052122,0.7509674940197403,1.0,7.0,0.7382739477428104,2.0,70,10.0
sinr,0.5190476190476191,884.997951875621,0.12808083559052122,0.7509674940197403,1.0,7.0,0.7382739477428104,2.0,70,10.0
load_aware,0.5119047619047619,891.7090826329581,0.12146888410546003,0.7637355997475751,1.0,7.0,0.7449585781384801,2.0,70,10.0
oracle,1.0,516.1539154799245,0.4914739748966261,0.0,1.0,3.5833333333333335,0.8826702060785608,4.0,70,10.0
ml_gcn,0.525,629.9376999534674,0.379371724183776,0.2341218831995471,1.0,4.5,0.8780963128061421,4.0,70,10.0
rsrp,0.5190476190476191,882.955373022655,0.1300932285491084,0.7468556880275643,1.0,7.0,0.7384801052013491,4.0,70,10.0
sinr,0.5190476190476191,882.955373022655,0.1300932285491084,0.7468556880275643,1.0,7.0,0.7384801052013491,4.0,70,10.0
load_aware,0.5119047619047619,889.6665037799921,0.1234812770640472,0.759623793755399,1.0,7.0,0.7467547959269286,4.0,70,10.0
oracle,1.0,514.4991916506528,0.4931042446791598,0.0,1.0,3.5833333333333335,0.8792187504915966,6.0,70,10.0
ml_gcn,0.5869047619047619,621.6916655175894,0.3874958960417838,0.22308263699558314,1.0,4.5,0.8597817438193197,6.0,70,10.0
rsrp,0.5214285714285715,880.3627431781706,0.13264754366682696,0.7459803845803447,1.0,7.0,0.7478846288560342,6.0,70,10.0
sinr,0.5214285714285715,880.3627431781706,0.13264754366682696,0.7459803845803447,1.0,7.0,0.7478846288560342,6.0,70,10.0
load_aware,0.5214285714285715,883.7946528110305,0.12926635191031488,0.7522190760774959,1.0,7.0,0.7598101128553792,6.0,70,10.0
oracle,1.0,532.644030113829,0.47522755653809945,0.0,0.8333333333333334,3.5833333333333335,1.1774881433714572,0.5,90,10.0
ml_gcn,0.5861111111111111,719.5565573734242,0.2910772833759367,0.4626779414728492,0.8333333333333334,4.916666666666667,0.991114863150513,0.5,90,10.0
rsrp,0.5092592592592592,938.0597223693499,0.07580322919275871,0.8755343255848856,0.8333333333333334,7.0,0.8781876221702257,0.5,90,10.0
sinr,0.5092592592592592,938.0597223693499,0.07580322919275871,0.8755343255848856,0.8333333333333334,7.0,0.8781876221702257,0.5,90,10.0
load_aware,0.525,950.3014202503518,0.06374244310310162,0.9023464277781091,0.8333333333333334,7.0,0.8944771076650001,0.5,90,10.0
oracle,1.0,532.644030113829,0.47522755653809945,0.0,0.8333333333333334,3.5833333333333335,1.1774881433714572,2.0,90,10.0
ml_gcn,0.5861111111111111,719.5565573734242,0.2910772833759367,0.4626779414728492,0.8333333333333334,4.916666666666667,0.991114863150513,2.0,90,10.0
rsrp,0.5092592592592592,938.0597223693499,0.07580322919275871,0.8755343255848856,0.8333333333333334,7.0,0.8781876221702257,2.0,90,10.0
sinr,0.5092592592592592,938.0597223693499,0.07580322919275871,0.8755343255848856,0.8333333333333334,7.0,0.8781876221702257,2.0,90,10.0
load_aware,0.525,950.3014202503518,0.06374244310310162,0.9023464277781091,0.8333333333333334,7.0,0.8944771076650001,2.0,90,10.0
ml_gcn,0.5898148148148148,717.090999394978,0.2935064045369676,0.45578127579887334,0.862962962962963,4.916666666666667,0.987162193175496,4.0,90,10.0
rsrp,0.512962962962963,934.9575520510671,0.07885955462949058,0.8671678895456983,0.862962962962963,7.0,0.8754459345233032,4.0,90,10.0
sinr,0.512962962962963,934.9575520510671,0.07885955462949058,0.8671678895456983,0.862962962962963,7.0,0.8754459345233032,4.0,90,10.0
oracle,1.0,532.644030113829,0.47522755653809945,0.0,0.8333333333333334,3.5833333333333335,1.1774881433714572,4.0,90,10.0
load_aware,0.5277777777777778,949.0132369858496,0.06501158917650281,0.8993370457296256,0.8333333333333334,7.0,0.8913124733448728,4.0,90,10.0
ml_gcn,0.686111111111111,709.8801821145306,0.30061065801524084,0.2921040814107967,0.887037037037037,4.916666666666667,0.9771915904139696,6.0,90,10.0
rsrp,0.5685185185185185,924.9330641260958,0.08873589741271352,0.699313433697364,0.887037037037037,7.0,0.8678437272354683,6.0,90,10.0
sinr,0.5685185185185185,924.9330641260958,0.08873589741271352,0.699313433697364,0.887037037037037,7.0,0.8678437272354683,6.0,90,10.0
oracle,1.0,576.2705147557724,0.4322457982701749,0.0,0.8592592592592593,3.9166666666666665,1.092300786670058,6.0,90,10.0
load_aware,0.5648148148148148,936.1925842646623,0.07764277412348551,0.7224820235873954,0.8574074074074073,7.0,0.8889470761483644,6.0,90,10.0
